objective.1,ndcg@1,ndcg@3,ndcg@5,ndcg@10,w,pn
secondary,0.8951580632252903,0.9051603587201952,0.904420269062,0.9049799241729588,0.7693877551020408,10
primary,0.4904961984793917,0.4533640340387402,0.4448200108392927,0.4370792735009117,0.7857142857142857,10
secondary,0.9035614245698276,0.916183068479625,0.916290896828994,0.9167527668648108,0.7857142857142857,10
primary,0.47468987595038,0.4438416580856713,0.4345394860888419,0.4297656306320656,0.8020408163265307,10
secondary,0.9131652661064424,0.9262065002267018,0.929951611903718,0.9275495224605004,0.8020408163265307,10
primary,0.4694877951180471,0.4393328850477197,0.4301156057654824,0.4220013174222085,0.8183673469387756,10
secondary,0.919567827130852,0.9337336739832448,0.9367182229034838,0.9354034633580502,0.8183673469387756,10
primary,0.4658863545418166,0.4335063705857245,0.4217746593179945,0.4142665006980828,0.8346938775510204,10
secondary,0.9391756702681072,0.944234955741716,0.94735746940971,0.9468227296545664,0.8346938775510204,10
primary,0.4561824729891957,0.4264372806969722,0.4176102863319713,0.4063640961743823,0.8510204081632654,10
secondary,0.9411764705882352,0.9529448697395356,0.9543410666971816,0.9545132901886626,0.8510204081632654,10
primary,0.454081632653061,0.4247215875692753,0.4135173093533838,0.4019911711224795,0.8673469387755103,10
secondary,0.9451780712284912,0.9569278713120036,0.9597554563952166,0.9605639810087832,0.8673469387755103,10
primary,0.441176470588235,0.4174810462727342,0.4045167115904773,0.3954512549842772,0.8836734693877552,10
secondary,0.952380952380952,0.9611133341583866,0.963927980736687,0.9662240491199792,0.8836734693877552,10
primary,0.4442777110844336,0.4126406293206678,0.3989810732526121,0.3898438275806782,0.9,10
secondary,0.9607843137254898,0.9683125772837023,0.97137808213762,0.9726355219802784,0.9,10
primary,0.5724289715886359,0.5560639187490076,0.5549275406087737,0.5592815914175878,0.1,30
secondary,0.4239695878351333,0.4275707649182446,0.4258291739502915,0.4304068224513277,0.1,30
primary,0.5664265706282516,0.5606429292532155,0.5582048084148279,0.558581922929882,0.1163265306122449,30
secondary,0.4213685474189669,0.4234473593667792,0.4271376320363405,0.4324435875412445,0.1163265306122449,30
primary,0.5728291316526615,0.5652782147442685,0.5591933409843656,0.5600504119550974,0.1326530612244898,30
secondary,0.4367747098839531,0.4326698224756301,0.4327317318868148,0.4360321179750879,0.1326530612244898,30
primary,0.5771308523409368,0.5608489062116406,0.5574650694339083,0.5602715367506753,0.1489795918367347,30
secondary,0.4349739895958378,0.4385699345543066,0.4353212066089472,0.4390416839392789,0.1489795918367347,30
primary,0.5732292917166869,0.5625010421366973,0.5578699810560378,0.5616413429876401,0.1653061224489796,30
secondary,0.4291716686674666,0.4360045909186932,0.4367425864231458,0.4398255611080076,0.1653061224489796,30
primary,0.5809323729491802,0.5640060559576354,0.5578272057660235,0.5613686205066101,0.1816326530612245,30
secondary,0.4399759903961577,0.4398659915130167,0.441504642994062,0.4451669792183691,0.1816326530612245,30
primary,0.5726290516206489,0.5636428645952841,0.5568866522726703,0.5591435347971782,0.1979591836734694,30
secondary,0.4355742296918761,0.4407052082488362,0.4391354913190194,0.443169506920875,0.1979591836734694,30
primary,0.565526210484194,0.5619317109975208,0.5558486267909553,0.559695703185126,0.2142857142857143,30
secondary,0.44797919167667,0.446900823237015,0.4486607704796309,0.4512905900105553,0.2142857142857143,30
primary,0.5759303721488603,0.5613980415511629,0.5562068787621679,0.558982327402701,0.2306122448979592,30
secondary,0.4553821528611438,0.4521488077653876,0.4494132467334854,0.4534770464134487,0.2306122448979592,30
primary,0.5688275310124056,0.5603584555367246,0.556680689553666,0.5602260819671889,0.2469387755102041,30
secondary,0.4601840736294511,0.4595264823487922,0.4561485980096892,0.4578049578330747,0.2469387755102041,30
primary,0.572428971588636,0.5583637705770855,0.5552438702354854,0.5582820711850398,0.263265306122449,30
secondary,0.4481792717086825,0.453420203755165,0.452562262579528,0.4594213797426246,0.263265306122449,30
primary,0.566726690676271,0.5586994514471733,0.5542840019538368,0.5572911272354312,0.2795918367346939,30
secondary,0.4569827931172466,0.4580625405724143,0.4591592548056464,0.4617183534433388,0.2795918367346939,30
primary,0.5695278111244502,0.5563007742905801,0.5560947304586753,0.5568166474911636,0.2959183673469387,30
secondary,0.4557823129251692,0.463097444210133,0.4657074769040683,0.4692300382547828,0.2959183673469387,30
primary,0.5747298919567831,0.5598115288705401,0.5524265477376529,0.5559953789168073,0.3122448979591837,30
secondary,0.478591436574629,0.4722412242708415,0.4732244378023956,0.4768417863241989,0.3122448979591837,30
primary,0.5736294517807126,0.5544689795934846,0.5525434454316238,0.5549943211602177,0.3285714285714286,30
secondary,0.4737895158063221,0.4734690803470948,0.4739746513647665,0.4786818632684688,0.3285714285714286,30
primary,0.5683273309323736,0.5596964733458245,0.5507217413336458,0.5556866734966153,0.3448979591836735,30
secondary,0.4729891956782707,0.4794013407705007,0.4786118066850982,0.4833831790820339,0.3448979591836735,30
primary,0.5663265306122454,0.5529099364010779,0.5509789854609184,0.5518744003708604,0.3612244897959183,30
secondary,0.4785914365746295,0.4833670063170002,0.4856822451081736,0.4878869185817799,0.3612244897959183,30
primary,0.5602240896358547,0.5531317082257738,0.5505811050593239,0.5527146112982688,0.3775510204081632,30
secondary,0.4877951180472182,0.4884970193002311,0.4895278321255298,0.4944922037163715,0.3775510204081632,30
primary,0.5737294917967191,0.5503708932220296,0.5474702125883844,0.5494663909267641,0.3938775510204082,30
secondary,0.497398959583833,0.4962537761823328,0.4999346610831399,0.504814727440737,0.3938775510204082,30
primary,0.5630252100840341,0.5475950166346958,0.5455205681184576,0.5495656927427989,0.4102040816326531,30
secondary,0.4997999199679869,0.5005500097100148,0.5054125402141038,0.5090570089469058,0.4102040816326531,30
primary,0.5708283313325335,0.5534188864809259,0.5465502500361726,0.5488915423176459,0.4265306122448979,30
secondary,0.495398159263705,0.5045152820850584,0.5103083021657135,0.5151278507851921,0.4265306122448979,30
primary,0.5715286114445783,0.5523906400764453,0.5456043318947681,0.5509259580154785,0.4428571428571428,30
secondary,0.5022008803521405,0.51492242757244,0.520236705355123,0.524021901992359,0.4428571428571428,30
primary,0.5723289315726293,0.5495175518374584,0.5454796693866281,0.5493080699020675,0.4591836734693878,30
secondary,0.5158063225290107,0.5223381632658266,0.5323144414791169,0.5347640480261501,0.4591836734693878,30
primary,0.5586234493797524,0.5425556269511792,0.5386154864249609,0.5446534895467006,0.4755102040816327,30
secondary,0.5202080832332929,0.5293440011220919,0.534094161269567,0.538816626483075,0.4755102040816327,30
primary,0.5673269307723094,0.5458678212290644,0.5387479638825623,0.5430968676757362,0.4918367346938775,30
secondary,0.528211284513805,0.5383308177757141,0.5406144495422479,0.5463148674054413,0.4918367346938775,30
primary,0.5709283713485398,0.544515466901194,0.5404755693354277,0.5424588989424982,0.5081632653061224,30
secondary,0.545418167266906,0.5454354507641348,0.5510624229025871,0.5574030480044136,0.5081632653061224,30
primary,0.5606242496998802,0.542151238726696,0.5356208874877428,0.5376092490512331,0.5244897959183674,30
secondary,0.5426170468187269,0.5520051715932052,0.5614594489371189,0.5658621232971475,0.5244897959183674,30
primary,0.558023209283714,0.5388721202221418,0.5346459221284816,0.5357432325770201,0.5408163265306123,30
secondary,0.5526210484193667,0.5608429451833643,0.5674464486636726,0.575124492738023,0.5408163265306123,30
primary,0.5552220888355346,0.5331138767106719,0.529806596660599,0.5311636265997157,0.5571428571428572,30
secondary,0.5650260104041611,0.5700861212611124,0.578027316888737,0.5849417878196765,0.5571428571428572,30
primary,0.555322128851541,0.5348827333289486,0.5305030069354767,0.5289916167976447,0.573469387755102,30
secondary,0.5802320928371345,0.5898457880251726,0.5921804371638957,0.5993831029986746,0.573469387755102,30
primary,0.5467186874749902,0.5255306147966927,0.5214117524479108,0.5240784393437099,0.589795918367347,30
secondary,0.5902360944377745,0.5998355067193434,0.5999879300347575,0.6082779799569331,0.589795918367347,30
primary,0.5490196078431375,0.5296338356541097,0.5232939463764013,0.5226492597648633,0.6061224489795919,30
secondary,0.6010404161664661,0.6096349898410798,0.6123813903741702,0.6191181023114098,0.6061224489795919,30
primary,0.5481192476990797,0.5220665397298527,0.5174251644331428,0.5150969274543014,0.6224489795918368,30
secondary,0.6062424969987993,0.6215655589506044,0.6263243003928919,0.6331512860452453,0.6224489795918368,30
primary,0.5461184473789519,0.5171422764829366,0.5116711171340863,0.5135015882546268,0.6387755102040816,30
secondary,0.6202480992396951,0.6402889711741879,0.6395083436644453,0.6446476261044285,0.6387755102040816,30
primary,0.5426170468187276,0.5158503539187103,0.5099493640311383,0.5081139879735646,0.6551020408163265,30
secondary,0.6302521008403357,0.6470811194460669,0.6534205342215944,0.6563461792644958,0.6551020408163265,30
primary,0.5212084833933573,0.5006780223453883,0.4967856860628553,0.4975840419447892,0.6714285714285715,30
secondary,0.665866346538615,0.6723104969219494,0.6763546631492616,0.6776364427229894,0.6714285714285715,30
primary,0.5196078431372549,0.4950375844673131,0.4939619789509971,0.4926728026288706,0.6877551020408164,30
secondary,0.6826730692276904,0.6893681822225243,0.6861006298461804,0.6882605889620466,0.6877551020408164,30
primary,0.522609043617447,0.4924974793712444,0.4858587025433596,0.4846612188312383,0.7040816326530612,30
secondary,0.6882753101240487,0.7018654079117075,0.7040044526580567,0.7052040790408598,0.7040816326530612,30
primary,0.5206082432973189,0.4857603445499659,0.482995037265868,0.4783406684197064,0.7204081632653062,30
secondary,0.7018807523009201,0.7230993174574744,0.7187943807291161,0.7205465636249816,0.7204081632653062,30
primary,0.5088035214085633,0.4768194555339035,0.4713977173391644,0.4696757628566638,0.7367346938775511,30
secondary,0.7178871548619449,0.733530556970127,0.7341888304537083,0.7321387183289696,0.7367346938775511,30
primary,0.4963985594237693,0.463205407014205,0.4582386234778582,0.4576375445323767,0.753061224489796,30
secondary,0.7394957983193275,0.7489253361057027,0.7520842465924444,0.750615251404978,0.753061224489796,30
primary,0.4919967987194877,0.4574626023773666,0.4499480162522692,0.4497464444482467,0.7693877551020408,30
secondary,0.7523009203681469,0.7684400780208515,0.7712851484042491,0.7663270264384098,0.7693877551020408,30
primary,0.4919967987194876,0.4475168731095639,0.4439641278326567,0.4414134135455536,0.7857142857142857,30
secondary,0.7599039615846334,0.7857109317974675,0.7853923889638574,0.7799794582846336,0.7857142857142857,30
primary,0.4713885554221687,0.4306433008541739,0.4265922524070221,0.4287236169327353,0.8020408163265307,30
secondary,0.781112444977991,0.7982611816482428,0.8033517699037387,0.7956055277172273,0.8020408163265307,30
primary,0.4561824729891955,0.416860854411291,0.4133867719107238,0.416445765906809,0.8183673469387756,30
secondary,0.808723489395758,0.8227880513449709,0.8243437932340129,0.812060903702411,0.8183673469387756,30
primary,0.4466786714685872,0.4097849040840001,0.402840227452255,0.406627563439299,0.8346938775510204,30
secondary,0.8183273309323728,0.835049004396592,0.838783045651673,0.8245613393425211,0.8346938775510204,30
primary,0.4256702681072427,0.3911991590536776,0.3878999945318752,0.3920158704464389,0.8510204081632654,30
secondary,0.8467386954781911,0.8516951652343364,0.8547380707850885,0.8398823691428886,0.8510204081632654,30
primary,0.4149659863945577,0.3795286297274218,0.3742396228598404,0.3798984854918074,0.8673469387755103,30
secondary,0.8495398159263707,0.8668318104719454,0.8697212115558847,0.8518531999297535,0.8673469387755103,30
primary,0.3948579431772707,0.3661420584968178,0.3620935190392956,0.3689521410155849,0.8836734693877552,30
secondary,0.8787515006002399,0.8844479399784073,0.8832693047171337,0.86393155949375,0.8836734693877552,30
primary,0.3784513805522209,0.350849893327732,0.3480584484122036,0.3564885098352932,0.9,30
secondary,0.8887555022008808,0.8963991140781611,0.8941937418293494,0.875516599528181,0.9,30
primary,0.5713285314125653,0.5630351564884385,0.5602346231238121,0.5611125379709093,0.1,50
secondary,0.4489795918367341,0.4462630658598208,0.4466278047357404,0.4471722992319101,0.1,50
primary,0.5777310924369753,0.5628342168623454,0.5594470154017188,0.5611434236528936,0.1163265306122449,50
secondary,0.4437775110044016,0.4397805409876199,0.4425823242359125,0.4450269588976723,0.1163265306122449,50
primary,0.5760304121648665,0.5592624201713514,0.5571184502444887,0.5597467396914788,0.1326530612244898,50
secondary,0.439975990396158,0.4421101380127922,0.4446075522305118,0.4475375025828017,0.1326530612244898,50
primary,0.5746298519407769,0.5649352806712549,0.5594806591179641,0.56141449358201,0.1489795918367347,50
secondary,0.4393757503001197,0.4424424988270546,0.4447482374856219,0.4486987634567375,0.1489795918367347,50
primary,0.5780312124849948,0.5607546343294175,0.5602300201210261,0.5607808842977008,0.1653061224489796,50
secondary,0.4209683873549415,0.4344125085939409,0.436470425426276,0.4440228197191973,0.1653061224489796,50
primary,0.5710284113645466,0.5622683638382833,0.5610402491340405,0.5602178378773277,0.1816326530612245,50
secondary,0.4365746298519402,0.4380687765543926,0.4433667877217123,0.4474064905741201,0.1816326530612245,50
primary,0.5787314925970397,0.5610496029588693,0.5598112011936256,0.5599042382168679,0.1979591836734694,50
secondary,0.4321728691476585,0.4389047329266554,0.4433749721699143,0.4486525374222676,0.1979591836734694,50
primary,0.5794317727090842,0.562811910211613,0.557483634847629,0.5596413771036274,0.2142857142857143,50
secondary,0.4411764705882349,0.4413781547947706,0.4426316624099828,0.449000277728835,0.2142857142857143,50
primary,0.5687274909963991,0.5592551124318533,0.5586984635981198,0.5598399237228128,0.2306122448979592,50
secondary,0.4363745498199275,0.4376335972493916,0.4425971675733557,0.4482663032138169,0.2306122448979592,50
primary,0.5735294117647064,0.5631564962105362,0.5596568972798215,0.5597633587834789,0.2469387755102041,50
secondary,0.4267707082833128,0.4352351460586086,0.4409467972766723,0.4451192232334953,0.2469387755102041,50
primary,0.5666266506602646,0.5615502609652361,0.5543885176648502,0.5609329509532675,0.263265306122449,50
secondary,0.4389755902360941,0.4406364495028781,0.4452494590532528,0.446837450254548,0.263265306122449,50
primary,0.5715286114445782,0.5615979485781953,0.5594318769526561,0.5605070192211968,0.2795918367346939,50
secondary,0.4277711084433769,0.4392959597774615,0.443588983648796,0.4480201245180726,0.2795918367346939,50
primary,0.5779311724689883,0.5615285873474519,0.5585160067721963,0.5606405740789336,0.2959183673469387,50
secondary,0.4307723089235691,0.4407345210527274,0.4447950867736947,0.4477651371670683,0.2959183673469387,50
primary,0.5716286514605847,0.5609039968831343,0.5590592027865624,0.5588296147629155,0.3122448979591837,50
secondary,0.4397759103641453,0.4490262515781218,0.4499036539148924,0.4526700585614112,0.3122448979591837,50
primary,0.5759303721488601,0.5609965896536775,0.5557943339592561,0.560400428863056,0.3285714285714286,50
secondary,0.4369747899159657,0.4390079737109063,0.4484445340496841,0.4505232166193358,0.3285714285714286,50
primary,0.5698279311724694,0.5579776629727392,0.5572596863007955,0.5593485811746464,0.3448979591836735,50
secondary,0.4425770308123244,0.4437197134238496,0.4497253448726372,0.453366374638932,0.3448979591836735,50
primary,0.5719287715086039,0.5563322978757744,0.556445960695656,0.5587858977111941,0.3612244897959183,50
secondary,0.4499799919967981,0.4444541958284327,0.4502886535388343,0.4556399649839898,0.3612244897959183,50
primary,0.5843337334933978,0.563636732317539,0.5587993816462684,0.5603376469048587,0.3775510204081632,50
secondary,0.4477791116446574,0.4529970777367285,0.4543159515418102,0.4558755928227262,0.3775510204081632,50
primary,0.5785314125650263,0.5644415971146866,0.559889240649779,0.5590685090605537,0.3938775510204082,50
secondary,0.4403761504601836,0.4433399759370777,0.4493020433681324,0.452286082608376,0.3938775510204082,50
primary,0.5734293717486998,0.5616341341149985,0.5554663877933427,0.5589037418729074,0.4102040816326531,50
secondary,0.4573829531812722,0.448987230377353,0.4534552322462038,0.4579095926677908,0.4102040816326531,50
primary,0.5734293717487002,0.5578042439419169,0.5571858150408568,0.5594849385042783,0.4265306122448979,50
secondary,0.4525810324129647,0.4491040812421982,0.4549055430170739,0.459025117034789,0.4265306122448979,50
primary,0.5719287715086038,0.5610879715516085,0.5574206195188164,0.5588327389437926,0.4428571428571428,50
secondary,0.4469787915166062,0.4529266566210481,0.4546717448137986,0.4607174255107992,0.4428571428571428,50
primary,0.5720288115246105,0.5561357804586401,0.5531223728948909,0.5577447599137726,0.4591836734693878,50
secondary,0.4641856742697074,0.4584501761610289,0.4628450082957865,0.4642093426827796,0.4591836734693878,50
primary,0.580132052821129,0.5587338048259217,0.5543168209118926,0.5568332817474727,0.4755102040816327,50
secondary,0.4485794317727087,0.4572709031199525,0.4602249106371079,0.4613768682559134,0.4755102040816327,50
primary,0.5731292517006807,0.5568922968414911,0.5550363842401984,0.5563273885350836,0.4918367346938775,50
secondary,0.4649859943977587,0.4644676956767337,0.4645960240521413,0.4676448497480733,0.4918367346938775,50
primary,0.5709283713485399,0.5565587603460561,0.5551233767182648,0.5580798789494068,0.5081632653061224,50
secondary,0.454181672669067,0.4577719167833415,0.4608639922681682,0.4642826730503491,0.5081632653061224,50
primary,0.5658263305322132,0.5588268341034025,0.5538051742268866,0.554817058240103,0.5244897959183674,50
secondary,0.4581832733093235,0.461367800229676,0.4646004148673093,0.4708217242397916,0.5244897959183674,50
primary,0.5724289715886359,0.5607926191328639,0.5533628516394916,0.5573873089986066,0.5408163265306123,50
secondary,0.460584233693477,0.4708947872727307,0.4693156873159126,0.4731075491545924,0.5408163265306123,50
primary,0.5808323329331738,0.5560545711921934,0.5522411505766626,0.5574247717420366,0.5571428571428572,50
secondary,0.4719887955182069,0.4703183065324869,0.4730545573129845,0.4742048114549134,0.5571428571428572,50
primary,0.5804321728691483,0.5566229415427434,0.5538804574080639,0.5543929267758102,0.573469387755102,50
secondary,0.4693877551020406,0.4714247572871547,0.4779399504398786,0.479740453292705,0.573469387755102,50
primary,0.5797318927571035,0.5570058942728401,0.5500230219276971,0.551587618825143,0.589795918367347,50
secondary,0.4817927170868344,0.4791421227791985,0.4829538198908061,0.4823365815474954,0.589795918367347,50
primary,0.5692276910764309,0.5545534729907943,0.5489744549154724,0.5476008882261533,0.6061224489795919,50
secondary,0.4861944777911162,0.4833672438707324,0.4860966154747177,0.4889240811389622,0.6061224489795919,50
primary,0.5595238095238099,0.5526688681608,0.5478220727075275,0.5466603749795804,0.6224489795918368,50
secondary,0.4857943177270903,0.4869324121403405,0.4881674139528974,0.4921010623289926,0.6224489795918368,50
primary,0.5666266506602646,0.5448864789238308,0.5422973992410153,0.5425692676325382,0.6387755102040816,50
secondary,0.4781912765106039,0.489142850975251,0.4919439140520014,0.4938737952229834,0.6387755102040816,50
primary,0.5639255702280918,0.5449116079772921,0.5441148162343664,0.5431468382631096,0.6551020408163265,50
secondary,0.5018007202881147,0.4987536604858733,0.4991537872437177,0.5021011576092422,0.6551020408163265,50
primary,0.5549219687875157,0.5408424608052695,0.537783086475404,0.5398357030533616,0.6714285714285715,50
secondary,0.4913965586234489,0.5031900443830778,0.5052616826403544,0.5040714717237583,0.6714285714285715,50
primary,0.5470188075230097,0.5350175202800509,0.5337837078446491,0.5356077249548257,0.6877551020408164,50
secondary,0.4941976790716285,0.507584812165799,0.5087137942173345,0.508750920526271,0.6877551020408164,50
primary,0.5470188075230097,0.5289933098157511,0.5313776283583934,0.5307765299973419,0.7040816326530612,50
secondary,0.4969987995198078,0.5091958191941948,0.5133791666809878,0.5147982361634322,0.7040816326530612,50
primary,0.5541216486594644,0.5321603667891887,0.5274031172260965,0.5285371031845207,0.7204081632653062,50
secondary,0.5162064825930368,0.5223736401084267,0.5231601230631733,0.5211121975092448,0.7204081632653062,50
